c this is a generated file
p cnf 4400 20000
-3596 -1034 3468 3733 0
68 -3313 1183 1242 0
1966 1670 -4114 7 0
524 3043 -2109 750 0
-4325 16 -3479 3661 0
1418 1744 -3267 1538 0
-2616 -1360 4363 3950 0
-1265 956 3841 402 0
-3744 -4174 2244 4335 0
3733 -2908 2541 496 0
3663 1007 3492 2544 0
127 -2367 2961 -4175 0
2250 1563 -4022 1224 0
3935 -237 -982 -1460 0
1502 -3228 3764 3381 0
-622 -1049 4298 2497 0
1072 -2695 2658 -363 0
-1801 2861 -786 832 0
-42 -4023 -1495 -2992 0
1418 2516 786 1641 0
-279 4373 -4104 175 0
-3639 2902 -899 -1866 0
734 4342 -793 -541 0
-870 2201 -2328 -1409 0
2634 -1327 -4001 -3119 0
4228 575 -1153 1233 0
718 -1831 -3631 2078 0
1580 2539 1951 -2451 0
-3648 -2421 1483 -4073 0
-898 2546 -151 -378 0
1528 -50 934 -624 0
-324 3155 -3990 526 0
-664 -1729 -3518 -4242 0
-840 -1025 -3555 3253 0
1370 -3307 134 -3695 0
-164 1171 4147 917 0
4233 -2951 -3959 -1083 0
2550 4019 2220 -1424 0
2018 -1465 383 2721 0
204 2562 -2122 -2099 0
-2400 -4029 4179 -2297 0
1207 -1548 1036 3292 0
4292 1836 2299 -810 0
-3205 -1855 1550 -1997 0
-601 3609 4341 -1948 0
-1802 -160 -2622 -2866 0
3016 2555 3172 1486 0
2711 797 -3558 -2520 0
530 -78 2162 -708 0
1968 3348 -1075 -4297 0
2958 655 -3514 3412 0
-1007 -2654 -2006 3507 0
-3151 -1708 3955 -3814 0
-591 30 -2163 -3487 0
2425 1214 3785 -518 0
1777 981 -1617 -1357 0
2185 -1644 -3492 2213 0
-812 -2060 -3193 -4211 0
-2903 -2909 -3578 -716 0
-3891 -2106 1927 3574 0
54 -1540 663 1306 0
-1309 2703 -2586 -2487 0
3701 -1921 -940 -1117 0
-4164 1212 -3642 -3876 0
3132 3574 3382 460 0
-1331 -3413 3120 4016 0
-2459 1555 -4111 1716 0
1037 -2022 3156 -2764 0
-3917 -3049 -3251 2019 0
-78 -1701 -3870 252 0
1375 -3102 -939 -3092 0
1343 3121 -1354 1360 0
117 1376 2025 1966 0
3242 3144 576 -1054 0
3168 2085 660 -3837 0
2537 1025 471 2965 0
-748 2770 -2542 -80 0
-2863 3414 -2383 1379 0
-1689 1690 -607 4181 0
-1208 -232 3359 20 0
-3710 -2605 -1970 -2645 0
-611 -812 873 -3501 0
-1416 835 9 -3188 0
-3840 -611 2408 1325 0
4292 122 3995 2118 0
-3082 -179 3658 316 0
1272 2969 1219 3351 0
-2096 -2039 3688 -4298 0
3288 -413 2688 704 0
-3809 -2659 -914 -2585 0
-3907 -3189 1275 -350 0
-4299 -3660 3109 3839 0
-2188 -4256 -2212 1301 0
3485 -3182 1265 -2374 0
-1887 3245 -2311 3205 0
3254 -1 1531 3795 0
-1568 4321 -533 -1787 0
-3938 -1849 2690 -4217 0
-413 -908 529 877 0
1262 -4231 -3326 3042 0
3509 -2260 3299 802 0
1327 -1975 -1198 -2784 0
-4388 -2180 -2015 -3311 0
-670 2028 3383 3227 0
326 2766 -568 -2213 0
-3036 -1153 -2569 -1874 0
-3650 -958 -3823 2207 0
-2487 540 -872 -3070 0
-4227 1263 2869 -1983 0
2348 1670 -536 -4240 0
48 2725 -799 -768 0
-130 2190 -3346 2696 0
401 3919 -4190 4087 0
1496 950 3619 -1079 0
-815 -396 2720 3984 0
4269 3520 -1728 -2398 0
19 1664 2904 2906 0
949 -2421 -2662 -1428 0
3644 -4174 1131 3410 0
-804 -842 -3104 2590 0
2952 -3367 1183 3678 0
53 -3306 -3118 -3272 0
-3475 -2168 -2955 -3129 0
942 3701 4229 -792 0
-2612 -3511 972 2105 0
52 1591 2410 4143 0
3465 674 2073 2490 0
3512 -542 1874 2457 0
-4390 1769 3937 3649 0
-923 938 3464 1362 0
1676 2930 1130 -469 0
2061 -2161 4074 -2921 0
-3430 4089 4175 -2918 0
-698 3339 -4111 1989 0
1221 -1801 3428 -3835 0
-2769 2330 1836 1147 0
-4224 -690 -2979 503 0
1772 -2200 2059 1093 0
-1435 -1177 1888 3724 0
-891 -3230 -1785 -283 0
-1593 1338 2472 2656 0
-317 -2364 -2522 3958 0
-4085 4148 3650 671 0
-1956 -2863 2333 -1266 0
4370 2737 1077 -2015 0
2768 2897 -2607 217 0
965 1163 3592 -4088 0
340 -2396 1488 1552 0
-2853 4175 937 1063 0
-2649 4392 -181 -1178 0
564 -4137 291 -1112 0
-3395 1480 -2581 2989 0
-2903 -3478 2534 570 0
3507 -2010 -3146 81 0
-3127 1465 3292 110 0
2598 3540 -529 -1199 0
-3380 889 -955 1500 0
1357 2047 536 587 0
-2548 445 -588 -460 0
-1406 -2440 1859 2880 0
2214 -1075 -3699 -3727 0
-4007 2546 4008 -4156 0
2874 2645 228 -839 0
448 3837 3788 -2978 0
938 -3781 2143 -2565 0
3205 -1621 751 -1093 0
1135 3141 675 2266 0
1807 -2109 -990 -2291 0
-880 -1199 1806 3216 0
-211 -2343 4039 -3158 0
-3387 883 -102 2221 0
1843 2526 3251 -1272 0
-2741 -2504 -2273 -373 0
-227 -2679 3428 -10 0
1298 2732 1958 2083 0
-2084 -1898 -1942 -567 0
-2223 -3114 1790 -972 0
-81 2145 614 1915 0
-1431 -802 -1274 3986 0
3858 2430 3718 3651 0
-30 -4370 3399 1711 0
2376 1348 1670 -2605 0
-2589 117 723 -2451 0
-4285 4166 1920 -4391 0
727 3236 -1474 -3623 0
126 2088 -1177 2046 0
3888 -4197 -3422 4157 0
-3131 4089 -370 -4309 0
-1690 1514 -3707 2748 0
-3894 -4229 1172 1764 0
-696 -2190 924 -3966 0
-3205 -2838 773 -3907 0
-2010 -540 1479 1832 0
4100 -1709 1087 2482 0
-699 3853 -4214 3440 0
2515 3323 256 3479 0
-3424 3670 2371 -803 0
2025 1507 1204 40 0
2880 3601 2140 1671 0
547 -1085 3516 -3551 0
-2556 2452 -231 220 0
4199 -2921 2758 -2060 0
1102 -915 131 -3321 0
-1145 -1581 1303 -771 0
-2264 3802 288 1729 0
1976 1440 4259 1219 0
3344 3844 2797 -3000 0
2293 2451 -2205 -4229 0
3696 2197 470 2381 0
1540 -178 -523 2105 0
-2942 2707 3519 1964 0
4080 -3244 905 1517 0
-3630 3018 -607 -2443 0
395 -891 2163 2271 0
-985 -759 1715 -977 0
-2213 2125 -63 -1418 0
25 -1716 -4182 3599 0
3643 -1216 896 3850 0
703 718 3151 3294 0
2497 -3910 3982 -588 0
1873 3044 -2510 2589 0
-4386 4066 2075 2197 0
1438 3147 1316 372 0
-1563 4212 633 4034 0
2728 3297 -298 -733 0
-3655 -4044 4105 2799 0
4267 -2183 1054 -898 0
-1422 1660 -2028 4220 0
-1539 -200 2761 -3960 0
-2183 -1616 1892 457 0
4269 4062 855 -844 0
-570 1612 -8 -1963 0
3633 -734 631 -1765 0
-2857 -1024 -3277 -2116 0
-2714 -1740 -4286 -2914 0
-3560 -1138 -1923 4136 0
592 1695 -777 1221 0
-4188 1110 -2095 -3744 0
-2468 1720 1052 -1531 0
-443 2304 449 -3349 0
-4110 -1527 613 -2511 0
3986 -3173 2557 438 0
-4344 -1722 -4089 -1676 0
-1414 3976 -186 1900 0
-1286 48 3078 3084 0
-3496 -1284 -290 -4194 0
2884 -2326 -343 -2369 0
-3455 -3310 381 906 0
-2799 2153 2868 3618 0
-1125 268 810 1156 0
1460 2477 -1 2381 0
2365 -2986 405 -2440 0
-36 1581 -4119 -2941 0
-3253 2666 528 814 0
2175 462 -2352 873 0
3533 -4029 -1965 -1816 0
1948 -3251 -2135 3452 0
3996 168 -297 1571 0
1985 3219 -1374 -3110 0
-849 442 2579 -1021 0
-3291 3981 -3601 -4001 0
-414 -1722 -3738 523 0
3375 -3378 -2547 2049 0
1581 1516 -3296 -431 0
757 3801 114 -2129 0
3115 -2658 -93 -1739 0
-1645 3746 4014 2921 0
-4224 566 -140 -3756 0
-3868 3108 693 -2000 0
3774 4048 -3643 -2144 0
-3583 -1924 1355 -921 0
-2249 -64 -740 2337 0
-1824 -3450 1685 1827 0
2003 -4166 -1540 1285 0
-2823 3696 -3090 588 0
-311 1839 -4072 -402 0
-4085 919 2433 1364 0
-637 -2959 -2490 3671 0
1533 -1106 539 3648 0
-858 -569 1423 -1248 0
-3309 3131 -3080 2171 0
3366 -641 2172 2921 0
1985 -182 -2944 -4183 0
29 -1181 898 -308 0
-3693 1673 -132 -1937 0
59 -67 3977 141 0
1690 856 1639 -494 0
-1951 2984 3890 2139 0
-3812 4059 2677 -3855 0
-7 -4164 -4281 4261 0
-3186 2314 -1541 3984 0
-3617 -333 3699 1209 0
-4209 -2441 -3665 -3918 0
-2041 -3808 1297 2689 0
-499 1974 -1252 -2096 0
-4085 -3478 2626 -374 0
-3721 -280 3731 3665 0
-3887 1217 1088 850 0
-531 -4093 -3952 2853 0
-420 -3621 -1522 -2952 0
960 -174 1560 4250 0
-3117 -2864 -3507 -2029 0
745 989 -1381 3862 0
-3408 1518 -3679 4118 0
-1916 -3925 2753 968 0
-1137 439 -2908 -3030 0
2175 -839 -1080 -1186 0
4214 2529 -1831 4277 0
-1043 1269 -2831 3617 0
1921 -981 3933 -1477 0
478 -4339 -3419 -3243 0
615 -2034 1952 -2174 0
-1056 -1215 4147 -1652 0
2477 1034 2885 2421 0
66 -972 2031 1496 0
1686 1325 -3837 -583 0
3210 -3568 151 -756 0
4061 872 -2226 -3540 0
-2883 1302 -3544 -1856 0
3375 -2049 -850 -1827 0
-4303 2771 -3470 -2934 0
745 -1766 -3175 -1841 0
-3914 -4357 -307 -3995 0
-1008 2403 -97 -209 0
-3140 1296 57 -876 0
1148 -909 871 -876 0
-4339 -3646 -2653 1094 0
-2890 -984 2643 -1112 0
-3207 -3249 1803 903 0
-2470 1420 -3556 -1087 0
-4225 -523 3810 -974 0
2020 110 -88 -2988 0
-1105 -3492 -3797 -3477 0
2750 290 -1650 -1477 0
53 -4279 -599 2841 0
1451 1415 -269 1539 0
888 -3533 -3922 -1915 0
573 -3951 -1496 -4077 0
-313 561 2721 439 0
2012 -3091 -1512 3301 0
2801 4290 -3379 1146 0
-3491 -1010 631 3324 0
1367 -1405 -1339 2348 0
-3173 793 -3898 1495 0
3912 -3486 3352 2786 0
-2491 -3845 -4063 -488 0
-1832 -2691 1169 3154 0
3464 1756 604 -3598 0
-1722 -1111 -1898 -2785 0
-2066 -4373 4045 -2974 0
1828 3534 -1855 -2743 0
-4398 2294 2223 -1413 0
-2689 -3807 3226 -1853 0
483 -2778 -992 -2859 0
3731 -1755 3180 -629 0
-4188 -1034 2616 -2751 0
2805 -3380 -340 467 0
-2714 565 913 -1284 0
-36 2662 3636 3955 0
-2432 4136 2778 -1729 0
-2438 -3974 1204 1805 0
-3193 -3882 -4351 -732 0
-2955 -2049 -3080 -3965 0
811 1426 -1632 513 0
2190 -2666 -2477 2630 0
1464 -2161 2160 -49 0
3025 2890 -52 -460 0
1963 -4075 3070 3551 0
289 4260 2042 -1263 0
-1840 556 3294 2495 0
-1899 -623 2095 66 0
1998 1518 780 -654 0
-1629 1902 -1936 657 0
4002 3800 1988 3144 0
-3134 2826 1185 -3814 0
-2833 -2889 -13 -499 0
-3995 -3058 -95 2736 0
-723 -792 3468 2186 0
2440 -3160 -3491 -147 0
2689 93 2994 -3087 0
-4240 -3427 1455 -3012 0
-3789 -950 2949 2513 0
2373 3796 4077 500 0
3791 -4128 3644 15 0
-989 2820 -567 336 0
-1616 -3812 3500 -3237 0
-3437 1309 -3109 -2715 0
-814 950 1482 968 0
-633 -3308 2158 -1126 0
3769 3342 -2191 -1145 0
-1064 -1975 -2578 109 0
1795 -3893 2405 1594 0
964 1521 4299 -1052 0
971 712 -1056 3026 0
-3752 -768 1059 670 0
881 -4246 -1477 3760 0
-3202 2502 149 1306 0
773 2392 3833 -3569 0
3795 3499 -3370 314 0
-2254 1295 771 3066 0
-2929 -2891 585 -71 0
-786 -3936 -4046 1660 0
4385 869 -1310 4376 0
999 -2510 -302 -2171 0
-4209 -1690 386 -1996 0
-1375 -1468 -2993 -3318 0
-742 -1162 -2967 3784 0
2602 3051 1616 -4105 0
1848 -430 -3596 909 0
-1614 3339 -3110 -3742 0
2252 -3800 -1059 -254 0
1827 -2986 3721 -1414 0
-2464 -3872 177 -2366 0
-3716 2705 -1092 -2583 0
-2332 828 -2553 3047 0
1156 -4095 -1662 -732 0
-1573 3739 767 2895 0
-1159 3764 3898 3957 0
-3532 -3764 -4315 -2304 0
-2166 -3510 -152 -46 0
267 3411 1459 -1992 0
4151 -3119 3153 2871 0
-2456 -2235 26 4285 0
552 -698 -2981 -2001 0
759 1670 3379 -3939 0
-1440 2686 -1359 1654 0
-4206 1589 2683 -2771 0
2284 -1216 -918 2328 0
2097 1869 -2384 -3192 0
-3010 233 -3475 -4377 0
-817 -581 168 982 0
-3463 1045 392 2781 0
-3465 350 -1985 3914 0
-2887 -1112 -939 -1838 0
-1756 1919 -3786 -2148 0
-1622 2239 -1405 -984 0
647 -3009 3424 -944 0
-467 -1360 -3866 -92 0
508 2048 2216 3326 0
-1274 2245 -2904 4286 0
166 1820 -773 -2444 0
-3968 1742 -85 -1827 0
710 -1253 1302 2379 0
-1665 614 2995 3205 0
4400 2184 -3042 1572 0
-1007 3462 1106 -4196 0
-4333 3928 -2510 -2471 0
3440 4206 -263 1721 0
2875 633 2513 -4352 0
141 851 2256 -1073 0
1384 3207 -349 -3738 0
1385 360 -1112 -1580 0
3278 398 -2220 2648 0
2966 1302 -4212 1398 0
1672 3281 4304 544 0
-2147 -3116 -2644 -2686 0
-382 1776 -4119 2929 0
-850 -150 -3627 3698 0
2770 -1119 1772 -1269 0
3748 -2015 -3333 4337 0
1897 -3176 4349 1171 0
-2998 -2110 3984 1335 0
3825 -1841 2992 1078 0
1358 -1344 -1058 -658 0
-3020 -3252 -239 -286 0
2601 361 -1768 -1628 0
3609 -403 1754 3898 0
-2925 -2865 -3883 2698 0
-368 -557 -930 -674 0
44 -3257 1453 279 0
-3981 -3638 -1054 -2029 0
-1535 722 -2280 3558 0
-106 -1332 529 2405 0
3724 2224 2032 -4239 0
2071 -3880 -2871 -2558 0
189 -4384 -1357 1807 0
-2874 -3795 3355 1615 0
-2682 3374 -543 2475 0
3601 -3531 -1758 3195 0
3356 2487 -2071 -2426 0
82 56 3233 -601 0
368 719 661 -2767 0
-1236 -2957 -385 -3565 0
2275 -623 1546 -4158 0
3589 -434 -676 2895 0
-492 2515 -1836 -2443 0
-2442 2431 1428 -720 0
4021 3532 -933 491 0
-3918 -1065 -1671 1959 0
-2712 -964 -2481 896 0
-625 507 -633 3466 0
2861 1113 2512 -4019 0
2014 -832 -905 1903 0
2375 -3092 -2061 -1366 0
759 -710 -3444 3013 0
1328 3513 1467 -2879 0
-4012 -581 1228 1735 0
-314 2508 1638 -2774 0
-1907 -1088 2130 483 0
2182 -2928 -2358 -538 0
-1262 2653 2570 -2052 0
2909 3185 -3770 2166 0
4190 -3298 -3265 284 0
4250 2572 -1215 -1880 0
3876 -696 -201 -3500 0
-2123 3540 182 -827 0
-3925 -268 -2251 3478 0
-1618 -3722 -3741 -1537 0
1890 -3182 -1664 -700 0
2014 -1357 -1250 -4171 0
1508 -1986 -2801 3500 0
-4114 -802 -431 1779 0
-643 2613 3012 -1155 0
1768 2766 4030 2467 0
1355 2476 -238 -3189 0
2283 2102 -902 -3505 0
3586 -600 -3736 2991 0
-4341 1909 3010 3526 0
3866 -4068 -199 1957 0
3277 -3701 2925 3508 0
-374 -728 -1673 3438 0
1203 3123 894 -386 0
1204 3471 2881 3737 0
3942 4400 -1479 1847 0
-2980 29 -2670 740 0
642 2485 -1453 -1678 0
1120 -2869 -2601 -1469 0
-3908 474 -3488 3582 0
-2374 2396 -4287 -271 0
-3380 3981 -2552 -2869 0
734 1823 1287 4023 0
696 554 -2557 -3039 0
-1348 -103 4351 3474 0
2661 -1113 -786 3123 0
-338 2245 3947 683 0
-498 -1882 -356 2858 0
647 3396 890 4388 0
-709 -392 4317 -2329 0
-3350 -2717 868 -3164 0
-1786 4001 -562 3580 0
-3649 1808 -4128 874 0
56 -258 4112 -797 0
2700 723 -3326 -799 0
-1051 -2714 20 4394 0
-1059 3109 -2217 -3140 0
-2394 -757 271 1707 0
3603 3163 -2085 109 0
668 2550 2915 -2700 0
3303 1666 1513 500 0
3001 -1201 -3221 -2767 0
1417 -1874 -3198 -1081 0
2898 1295 -2707 -4359 0
1177 -4144 -3930 -1456 0
3213 -3943 564 4385 0
-3018 3147 -3632 2091 0
-2395 -2767 -4315 -928 0
1508 -2994 1103 -3459 0
2625 4275 -1061 254 0
-4143 4101 -459 938 0
2596 -1087 2602 4302 0
-3902 -4217 -4070 1686 0
1468 2913 -2205 3757 0
-510 -1513 3544 2697 0
-955 2292 -2061 1163 0
2723 1221 1560 -3547 0
-2156 1750 1679 -340 0
82 -3833 -4119 -1240 0
1038 -2331 -1289 -2866 0
-1862 1151 667 1869 0
-4294 2206 -2964 777 0
-1500 -2409 -737 4158 0
3013 1252 -3594 1704 0
-3339 2866 -93 2359 0
2257 2370 -4255 -3740 0
199 821 1352 2838 0
-3766 2923 -874 2368 0
-3512 3821 -3635 -2075 0
3288 2028 -861 -1632 0
-744 3458 385 2012 0
-142 269 2091 -279 0
817 403 -1162 3687 0
3457 -4160 -3562 3098 0
-3057 872 -2097 1257 0
603 -4292 -3224 340 0
1411 2450 4005 -2017 0
-544 3258 178 -419 0
2140 -1366 -3489 191 0
-3362 1379 -4358 -1641 0
-3477 -4197 -2289 1125 0
-2668 1843 3287 -1443 0
-2009 -3923 -1436 2831 0
-2764 -2938 251 1927 0
-3725 -2618 610 586 0
-3418 3780 -3969 814 0
-250 -2313 2999 -715 0
1977 1631 291 4279 0
-3835 1068 -1043 -2010 0
-3063 -1086 -4153 3604 0
-2407 -3943 4324 -4096 0
-4050 1813 -1855 -3707 0
-670 3909 4102 -3385 0
-2192 774 1524 1422 0
1330 -1363 -1484 -2690 0
3264 1172 -3267 -2717 0
4214 -2353 2963 1400 0
946 1495 -536 -1914 0
2922 1419 3722 -2303 0
3497 2882 3788 -1951 0
3026 54 -2272 2775 0
4236 -3823 648 -4057 0
-2469 3846 3578 4277 0
4182 -3150 194 -4138 0
-1685 -599 -3999 -2968 0
-1922 -4395 2932 258 0
2159 893 -1413 -3348 0
-1514 1121 4242 -4197 0
4064 -2208 3287 1740 0
3656 3185 645 -3816 0
173 1333 -2278 1757 0
1167 -109 -463 -1265 0
-2783 707 3502 2087 0
1733 -79 2121 4062 0
3837 1983 -3201 1617 0
1358 -2004 -482 3139 0
-3614 -1812 3072 -3250 0
2717 -1402 18 -136 0
3915 -3667 4382 -3299 0
2590 3914 -3890 -2418 0
-1893 -1490 -2665 592 0
-2061 2879 -95 -2495 0
1619 2079 -4184 -4218 0
3134 -2876 3591 1800 0
-2305 1457 1846 1575 0
-1911 3756 2657 -3768 0
4257 140 1632 1008 0
2132 -287 2802 -1600 0
3347 3488 265 -2357 0
-3781 4266 -1751 -165 0
1548 -3964 4252 -2134 0
-3219 3265 -3993 -1954 0
571 -2634 -4314 4049 0
604 -1656 71 3914 0
-990 1995 1720 -3825 0
-2235 -1141 3001 4290 0
1591 -2446 -1388 -1715 0
1847 -1639 3689 3719 0
3482 3641 -1922 2495 0
-1597 2832 1583 -1418 0
1471 2243 787 -3444 0
2973 -3867 -1154 -2893 0
-1742 -3461 2246 315 0
-1724 3367 -357 -3411 0
2226 438 2055 171 0
1272 1580 4366 -3511 0
2157 -1526 -2213 2922 0
2458 765 -2779 161 0
-1921 -2156 3252 -3054 0
-3493 -549 -1283 1697 0
3564 3072 -3529 -2297 0
1212 -1644 225 -180 0
2832 -12 485 -240 0
1254 -3261 3156 -3013 0
-2924 -2012 1294 -1778 0
-3155 -377 776 -1320 0
-3277 1062 4355 3110 0
3093 -281 94 787 0
-3624 1894 4226 184 0
1736 -1225 1200 -4119 0
4196 -3977 3507 -459 0
-3491 1622 -1427 -2118 0
-4184 3141 127 -657 0
2110 -3174 -2137 2517 0
-4130 -2727 -299 3484 0
-3406 -2162 -2578 -2628 0
-1194 -4234 -3630 -1116 0
-661 -3729 -2117 2056 0
-3843 -2525 -4274 2740 0
-3041 -3139 215 -279 0
-1296 640 -285 -4194 0
2788 -3068 -695 3598 0
1371 1272 2040 4381 0
-618 2719 -1241 -3669 0
857 -3991 -3384 -4200 0
1011 -2972 129 -1162 0
3575 -208 1207 4272 0
3645 -2149 267 -2373 0
-732 2064 -375 -4056 0
1329 -3941 1480 -1031 0
-1005 491 1186 -1812 0
-782 -801 -3909 1924 0
378 2990 -344 1055 0
-2528 -1078 4201 -879 0
-465 -75 -3281 1477 0
-4257 -2026 -690 -1873 0
3583 2741 -3468 3715 0
2133 1622 -653 422 0
2725 -1124 -1851 2152 0
-1364 -2100 -1720 1739 0
1433 -290 3169 3629 0
-1510 -1500 3260 162 0
1303 -172 -3859 -3269 0
333 2443 -914 2637 0
3494 -4348 592 2043 0
-960 143 -4230 1561 0
-2396 2398 3721 -2414 0
-1231 -2594 -2227 2575 0
-3602 -539 -3660 -3590 0
3880 497 1561 -3226 0
-4043 -446 3071 3749 0
3437 1469 3948 3758 0
3042 -1087 -2940 2214 0
1389 -1418 -3852 4293 0
-1235 -2701 197 -207 0
-357 -3361 515 -453 0
915 4359 2770 655 0
1176 -1400 -1009 351 0
2448 -3406 783 -1330 0
3085 1154 -662 4320 0
2393 -1237 -1686 -1160 0
2103 -1774 1526 2844 0
-3795 -3462 402 -3816 0
1245 2218 3367 1667 0
-2698 -854 -1081 -3408 0
2268 3173 -3959 1383 0
-639 -916 -50 259 0
1010 3233 2469 -118 0
2047 2043 -729 -592 0
3620 -3829 1994 -4201 0
-31 4106 -656 1979 0
1356 -1696 564 4259 0
402 -250 -1465 -2540 0
2715 -1703 -4066 1957 0
3281 2002 4019 3811 0
3014 4071 4268 1437 0
-2372 1987 -3424 49 0
-3100 -1603 -1380 -1160 0
-827 -1526 3256 986 0
53 2873 -2747 -3262 0
2670 233 379 -3829 0
-2512 2873 987 -3428 0
-2511 1018 4394 -2069 0
-1792 2758 -541 -1040 0
1188 3436 -981 -36 0
502 -1430 -3999 -848 0
-1119 -3381 2605 -2454 0
-861 173 579 4167 0
1560 1719 -2080 769 0
1702 -1857 -3626 963 0
-1706 -254 -3400 -2543 0
1404 2265 3527 -1928 0
-2608 -1769 1426 4221 0
2537 -256 -4001 1372 0
4112 2864 84 -2327 0
-3668 -2168 2301 93 0
-1702 -2817 -1470 -4314 0
4360 -1299 1288 -237 0
2100 -4017 -434 833 0
-2987 -16 3580 -3439 0
-3641 -240 1242 -2213 0
-170 303 -1600 686 0
-2867 3665 2596 -402 0
-2930 4115 -562 -183 0
-1045 -127 1288 692 0
-280 -2329 -3529 -2723 0
-2107 -714 -2351 42 0
2674 1242 2387 -1118 0
-3035 2498 -1181 -246 0
-2517 -4178 -317 -2672 0
-1309 -1555 971 3965 0
-3650 2234 -1088 1601 0
-2209 60 1814 1169 0
3520 2006 601 -1971 0
-1879 3658 -2881 -706 0
-14 -176 -2948 2150 0
-3596 859 54 2300 0
1602 3349 -1073 -2994 0
-4165 -4298 1356 -920 0
2152 3705 198 3161 0
-3871 -3397 -220 1565 0
29 1204 -3342 -4314 0
1611 4192 475 3592 0
1857 -2826 -1 2475 0
56 3691 2177 4248 0
2433 3251 1326 -1323 0
1073 -2802 -4168 -549 0
-3191 -2124 -1600 -752 0
3473 -472 -430 3114 0
1269 142 -514 2615 0
3291 -284 441 -2712 0
-3326 -1597 -4256 2050 0
2874 1336 1907 -2544 0
-1792 -2929 -1904 1070 0
-752 356 -1646 2781 0
1720 -817 -2313 -692 0
1952 39 4179 -4277 0
1157 -1635 -3133 2363 0
667 -1837 1119 -783 0
1281 -2796 -3377 -2517 0
-684 -2379 -367 28 0
84 -3404 -3015 857 0
-915 1217 -3444 -3810 0
3450 -2413 -1341 1730 0
-1610 136 -3429 -465 0
-1799 -3263 -976 1845 0
3738 -3560 2721 -1495 0
-4127 -1519 -2173 -2175 0
-287 2144 -503 3016 0
4118 218 2630 2337 0
3630 1541 -689 -3200 0
810 -1282 1459 -3519 0
532 3767 -3540 2232 0
289 -187 -3431 -1164 0
3227 3943 -1991 1919 0
-2421 -504 2771 3674 0
2988 -300 -138 1724 0
-3321 -3397 -1374 2268 0
713 -245 4220 1553 0
-1347 -4032 189 3234 0
-3430 -3778 4329 4199 0
3663 3675 3481 2447 0
-1159 1251 -3759 -1641 0
4242 3240 -1155 -1551 0
4055 -4019 1499 -1781 0
-1102 -3093 -172 -1851 0
2168 4007 -3634 2446 0
433 1060 4319 185 0
-3209 -655 3775 3166 0
-4131 106 1319 3386 0
-14 -3883 -3251 4208 0
2773 -681 -4092 950 0
-702 -3177 -3365 -1206 0
-3168 -18 2489 -3785 0
-3229 455 -2120 2633 0
-350 800 -2521 1146 0
546 -2993 3203 -1749 0
-4255 510 646 3709 0
3908 4106 2827 967 0
152 -2009 2898 3564 0
3130 3916 -1605 -1625 0
1942 1643 -2208 -902 0
-816 1858 -2006 3017 0
-1395 1193 -4054 1619 0
-4288 -814 -1737 4269 0
-756 -1081 -3835 -3927 0
3253 4017 -627 -2905 0
-2404 -3609 -3805 -3550 0
-3053 2479 -1868 2967 0
-945 -766 -853 -3 0
3472 -1304 3187 1275 0
639 2092 -3857 2510 0
-1766 -3912 2690 -1925 0
-3017 3001 3740 2139 0
1755 -906 -3589 -1077 0
2877 2535 -1159 -996 0
-3017 -2971 2262 2251 0
1916 -3056 2192 3818 0
-1649 -2857 3676 -4158 0
-2360 -3251 3342 3841 0
3087 333 -3397 3662 0
3332 1242 530 569 0
1988 -1291 -1731 -3468 0
-243 3545 -3788 -3289 0
3896 2343 4284 -1242 0
2414 1511 -1351 -1936 0
-3966 -1499 3488 2475 0
-3749 4094 2010 -3093 0
-1250 1692 2097 -3407 0
3609 2655 3032 -3137 0
-4160 2941 1222 -4340 0
-2856 -2324 3490 2714 0
2457 2733 -1588 3258 0
117 2492 807 -1172 0
-3508 -652 3404 -2058 0
452 669 1356 4254 0
452 -959 1588 -2534 0
3894 2925 3200 -3449 0
953 -3912 3578 3116 0
2630 3837 3243 -533 0
-235 -4146 -1423 2051 0
-963 269 763 3550 0
-3997 -4376 -2345 -2478 0
-3916 -3885 1451 3029 0
1231 2209 -2609 -2173 0
-1374 -1633 -449 2619 0
-3899 -3236 -963 -2826 0
-3354 2821 -2071 -2398 0
1115 -3146 976 -4252 0
2605 -873 -856 -3708 0
1688 3199 791 -2610 0
1779 3115 960 -760 0
-1808 3290 -2484 2214 0
-999 1986 2909 1511 0
-565 -3541 2252 -4018 0
3724 3870 3060 -2978 0
2878 -3550 307 -3593 0
571 2850 361 328 0
1642 1659 272 -689 0
462 4297 2517 -3180 0
3760 -4360 -428 2740 0
4122 916 501 910 0
-2251 -2490 237 4116 0
302 -2362 -230 -3593 0
-1191 756 3755 -1002 0
-919 -3548 -1371 -4316 0
-1530 412 -2245 -1948 0
-4108 3074 1596 -2840 0
-3006 -3812 -3566 3784 0
-380 3865 -921 -2365 0
3284 2753 3478 -1474 0
1601 -2975 2051 2423 0
-294 1217 1629 -2188 0
-256 2219 -883 1526 0
-1061 2666 -880 -1742 0
1307 891 -1036 -2400 0
-2886 -3321 -2879 3907 0
3419 1034 -1107 -2565 0
2340 -2706 -1225 -2507 0
2912 1970 -3924 1094 0
-3281 -3302 3636 3461 0
2797 -2001 -1033 -4113 0
-4289 -2778 2691 2155 0
3295 1235 2067 -115 0
2564 -2405 -1109 2503 0
-3207 792 -2391 -912 0
1099 681 -396 -3442 0
